make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption,co2,cluster
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,37,176,2
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,34,194,2
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,38,174,2
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,37,178,2
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,36,183,2
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,36,181,2
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,34,198,2
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,29,226,2
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,29,230,2
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,35,187,2
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,36,186,2
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,34,196,2
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,35,187,2
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,35,190,2
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,AS7,Z,24,273,1
MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,AS7,Z,23,291,0
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,AS7,Z,23,285,0
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,AS7,Z,24,273,1
MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,AS7,Z,23,291,0
MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,AS7,Z,23,285,0
MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS7,Z,30,221,2
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,22,308,0
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Z,15,413,0
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,AS7,Z,14,467,0
MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4,AS7,Z,28,233,2
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A9,Z,19,353,1
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,24,281,1
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Z,24,281,1
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,18,363,0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS7,Z,19,363,0
MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS7,Z,17,369,0
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AS7,Z,22,303,0
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AS7,Z,22,303,0
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS7,Z,21,313,0
MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS7,Z,20,322,0
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,22,305,0
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS7,Z,19,349,0
MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6.0,12,AS7,Z,20,348,0
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS7,Z,18,365,0
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,23,298,0
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS7,Z,19,340,0
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,Z,28,234,1
MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,AS7,Z,34,179,2
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,AS7,Z,31,212,2
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A9,Z,30,222,2
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4,AS7,Z,30,218,2
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS7,Z,35,190,2
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,A9,Z,24,275,0
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,30,246,2
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,A9,Z,27,245,1
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,A9,Z,26,259,1
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.0,6,AS7,Z,28,233,1
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,AS7,Z,28,239,1
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,24,275,0
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,25,268,0
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,AS7,Z,16,401,0
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS7,Z,31,212,2
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS7,E,24,128,2
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,28,233,2
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A9,Z,24,276,1
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,21,318,0
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A9,Z,22,306,1
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,19,347,0
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS7,Z,19,359,0
MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Z,28,240,2
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Z,27,248,2
MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3.0,6,AS7,Z,26,253,1
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,A9,Z,24,280,0
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,A9,Z,24,280,0
MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,A9,Z,24,276,0
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,A9,Z,24,278,0
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS7,Z,19,350,0
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A9,Z,28,237,1
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,24,275,0
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,33,200,2
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS6,Z,36,184,2
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,38,175,2
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,36,184,2
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M6,Z,38,175,2
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,AS6,Z,34,197,2
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M6,Z,34,197,2
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS8,Z,31,213,2
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M6,Z,31,214,2
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS6,Z,36,184,2
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M6,Z,38,175,2
MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,AS6,Z,34,197,2
MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,M6,Z,34,197,2
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,AS8,Z,31,215,2
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,M6,Z,31,214,2
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,34,196,2
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,32,210,2
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS6,Z,34,196,2
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M6,Z,32,210,2
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS8,Z,32,205,2
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,M6,Z,30,220,2
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,AS8,Z,31,210,2
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,M6,Z,29,227,2
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,34,196,2
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,32,210,2
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,AS8,Z,31,213,2
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,M6,Z,29,227,2
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,34,196,2
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,32,210,2
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,AS8,Z,31,210,2
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,M6,Z,29,227,2
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,34,196,2
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,30,220,2
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,36,183,2
MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,33,200,2
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,32,206,2
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,30,218,2
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,31,212,2
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,34,194,2
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,32,205,2
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,47,141,2
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,43,150,2
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,44,149,2
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,43,155,2
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,34,197,2
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,31,211,2
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,27,242,1
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,32,204,2
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,30,216,2
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,31,213,2
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,25,261,1
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,25,269,1
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,25,270,1
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,24,278,1
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,38,176,2
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV7,X,31,214,1
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,36,183,2
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,18,362,0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,23,286,1
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,25,268,1
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,22,304,1
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,20,326,1
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,21,317,1
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,22,300,1
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,35,189,2
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,35,188,2
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,34,199,2
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,34,197,2
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,32,209,2
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,29,225,1
NISSAN,MICRA,COMPACT,1.6,4,A4,X,36,186,2
NISSAN,MICRA,COMPACT,1.6,4,M5,X,36,185,2
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,29,230,1
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,29,232,1
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,30,220,2
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,28,240,1
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,26,250,1
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,26,258,1
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,35,191,2
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M6,X,31,216,2
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,34,197,2
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,34,192,2
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,33,203,2
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV7,Z,34,193,2
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M6,Z,34,195,2
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,39,171,2
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,35,187,2
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,32,205,2
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,32,204,2
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,21,312,0
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,21,315,0
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,20,333,0
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,40,164,2
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,37,180,2
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,30,221,1
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,28,237,1
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,29,227,1
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,M7,Z,27,241,1
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM7,Z,29,226,1
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,M7,Z,27,242,1
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,29,228,1
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,27,243,1
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,29,225,1
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,M7,Z,27,242,1
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,29,230,1
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,M7,Z,27,246,1
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,AM7,Z,29,232,1
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,M7,Z,27,243,1
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,29,231,1
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,27,246,1
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,AM7,Z,29,228,1
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,27,246,1
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,AM7,Z,28,233,1
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,M7,Z,27,246,1
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,25,266,1
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,25,267,1
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,25,266,1
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,25,267,1
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM7,Z,30,219,2
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M6,Z,29,229,2
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,29,230,2
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,M6,Z,26,249,1
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,25,268,1
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,23,281,1
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,24,281,1
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,22,296,1
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,20,334,0
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,20,334,0
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM7,Z,30,219,2
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M6,Z,29,229,2
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM7,Z,29,230,2
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M6,Z,26,249,1
PORSCHE,MACAN,SUV - SMALL,2.0,4,A7,Z,27,248,2
PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,23,285,1
PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A7,Z,23,287,1
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,23,287,1
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,24,280,1
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,17,283,1
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,19,346,0
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,21,319,0
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,27,278,1
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,22,294,1
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,16,300,1
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18,361,0
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,20,328,0
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,26,289,1
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,29,232,2
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,17,390,0
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,17,390,0
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,17,390,0
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,17,400,0
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,17,400,0
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,17,400,0
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,17,401,0
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18,375,0
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM6,Z,42,152,2
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,33,200,2
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,29,228,2
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,34,193,2
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,31,216,2
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,30,223,2
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,34,196,2
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,29,228,2
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV7,X,38,174,2
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,32,208,2
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,38,176,2
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M5,X,31,211,2
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,34,194,2
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,30,222,2
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,27,241,1
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,34,198,2
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,29,229,2
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,27,247,1
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,25,255,1
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,28,235,2
SUBARU,WRX AWD,COMPACT,2.5,4,M6,Z,23,285,1
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,21,310,1
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,21,310,1
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,32,204,2
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,29,232,2
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,29,226,1
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,33,199,2
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,29,224,1
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,48,137,2
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,47,141,2
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,38,174,2
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,38,178,2
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,38,176,2
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,41,163,2
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,39,168,2
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,38,176,2
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,36,185,2
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,27,243,1
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,27,251,1
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,27,247,1
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,27,242,1
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,34,193,2
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,63,105,2
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,55,120,2
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,49,135,2
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,31,217,2
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,31,210,2
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,30,222,2
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,29,226,2
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,39,170,2
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,17,380,0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,26,255,1
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,24,274,1
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,25,263,1
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,25,268,1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,24,274,1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,24,279,1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,24,283,1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,22,301,1
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,22,300,1
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,20,334,0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18,358,0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,19,349,0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17,378,0
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,43,155,2
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,42,164,2
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,38,173,2
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,39,168,2
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,33,199,2
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,34,198,2
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,33,201,2
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,33,199,2
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,X,24,277,1
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,34,192,2
